timestamp,cpu,gpu,memory,disk_io,network_io,gnn_embedding,risk_score,risk_level
2026-05-23 21:45:06,11.9,18.0,77.9,21579294.117676307,17970.588235318475,0.1434,0.1495,LOW
2026-05-23 21:45:07,29.3,4.0,78.0,147818.39348072652,521054.7147844038,0.1918,0.1953,LOW
2026-05-23 21:45:08,18.9,4.0,77.9,6815744.0,377677.0,0.1294,0.1315,LOW
2026-05-23 21:45:09,15.7,4.0,77.8,151552.0,12844.0,0.1102,0.113,LOW
2026-05-23 21:45:10,20.7,4.0,77.9,69632.0,116762.0,0.1402,0.1365,LOW
2026-05-23 21:45:11,20.6,4.0,77.9,822425.1968507,19106.29921260554,0.1396,0.1349,LOW
2026-05-23 21:45:12,16.1,4.0,77.9,2396160.0,7073.0,0.1126,0.1106,LOW
2026-05-23 21:45:13,16.5,4.0,77.9,2439284.5528445905,1252528.4552840712,0.115,0.1145,LOW
2026-05-23 21:45:14,16.2,10.0,77.9,0.0,14283.464566934454,0.1372,0.1354,LOW
2026-05-23 21:45:15,20.3,14.0,78.0,120715.44715442513,14535.569105685468,0.1778,0.1751,LOW
2026-05-24 00:14:26,15.5,20.0,85.5,30949376.0,17464.0,44.65,51.0,0.173,0.2817,LOW
2026-05-24 00:14:27,30.4,4.0,85.7,1290476.3903469252,18775.445960135377,49.12,46.2,0.1984,0.2771,LOW
2026-05-24 00:14:28,18.5,4.0,85.7,192512.0,23650.0,45.55,46.2,0.127,0.2296,LOW
2026-05-24 00:14:29,25.4,5.0,85.9,2207739.837397525,18696.138211374924,47.62,46.5,0.1724,0.2807,LOW
2026-05-24 00:14:30,18.9,4.0,85.9,6549504.0,65325.0,45.67,46.2,0.1294,0.1941,LOW
2026-05-24 00:14:31,20.5,4.0,86.0,299520.0,28825.0,46.15,46.2,0.139,0.1989,LOW
2026-05-24 00:14:32,24.6,4.0,85.9,6502803.149608721,21822.83464567742,47.38,46.2,0.1636,0.2202,LOW
2026-05-24 00:14:33,19.0,10.0,86.0,323584.0,21747.0,45.7,48.0,0.154,0.2179,LOW
2026-05-24 00:14:34,19.1,14.0,85.9,154016.2601625424,17612.804878042007,45.730000000000004,49.2,0.1706,0.26,LOW
2026-05-24 00:14:35,16.2,18.0,85.9,52409.44881891715,453353.34645686176,44.86,50.4,0.1692,0.2325,LOW
2026-05-24 00:14:36,23.7,19.0,86.0,417792.0,364148.0,47.11,50.7,0.2182,0.2991,LOW
2026-05-24 00:14:37,16.1,23.0,85.9,6404287.684721259,17249.26108372282,44.83,51.9,0.1886,0.2613,LOW
2026-05-24 00:14:38,18.0,22.0,85.9,253660.9137059023,20724.873096472726,45.4,51.6,0.196,0.2913,LOW
2026-05-24 00:14:39,19.9,20.0,86.0,0.0,17868.0,45.97,51.0,0.1994,0.2765,LOW
2026-05-24 00:14:40,17.7,14.0,85.8,282624.0,23060.0,45.31,49.2,0.1622,0.3031,LOW
2026-05-24 00:14:41,21.2,19.0,85.9,286518.2266006361,23407.88177337049,46.36,50.7,0.2032,0.2962,LOW
2026-05-24 00:14:42,20.0,16.0,85.7,6270976.0,19139.0,46.0,49.8,0.184,0.2803,LOW
2026-05-24 00:14:43,16.1,16.0,85.7,4096.0,18213.0,44.83,49.8,0.1606,0.2432,LOW
2026-05-24 00:14:44,17.8,15.0,85.8,88692.9133858598,19783.4645669365,45.34,49.5,0.1668,0.2425,LOW
2026-05-24 00:14:45,22.5,17.0,85.7,253984.25196859852,459791.3385828484,46.75,50.1,0.203,0.3075,LOW
2026-05-24 00:14:46,20.0,18.0,85.8,45788.61788616126,369383.1300811588,46.0,50.4,0.192,0.2726,LOW
2026-05-24 00:14:47,15.2,16.0,85.8,6498771.653545727,19966.5354330783,44.56,49.8,0.1552,0.2126,LOW
2026-05-24 00:14:48,18.0,15.0,85.8,155648.0,18320.0,45.4,49.5,0.168,0.2451,LOW
2026-05-24 00:14:49,15.0,16.0,85.8,29138.211382102618,17633.13008129403,44.5,49.8,0.154,0.208,LOW
2026-05-24 00:14:50,23.3,17.0,85.9,116913.3858268152,17256.889763785955,46.99,50.1,0.2078,0.2972,LOW
2026-05-24 00:15:00,11.1,21.0,85.8,0.0,19820.512820634845,43.33,51.3,0.1506,0.2733,LOW
2026-05-24 00:15:01,25.2,5.0,85.9,6482907.614209367,11743.147208114888,47.56,46.5,0.1712,0.2675,LOW
2026-05-24 00:15:02,25.5,5.0,86.0,6688768.0,353139.0,47.65,46.5,0.173,0.2544,LOW
2026-05-24 00:15:03,19.5,5.0,85.8,49152.0,16242.0,45.85,46.5,0.137,0.2147,LOW
2026-05-24 00:15:04,19.3,5.0,85.9,36319.211822680925,12308.374384243512,45.79,46.5,0.1358,0.1946,LOW
2026-05-24 00:15:05,19.8,4.0,85.9,159744.0,10877.0,45.94,46.2,0.1348,0.1925,LOW
2026-05-24 00:15:06,15.8,4.0,85.9,440787.8172586228,13099.492385779062,44.74,46.2,0.1108,0.1173,LOW
2026-05-24 00:15:07,21.2,4.0,85.9,73728.0,13973.0,46.36,46.2,0.1432,0.181,LOW
